Proteome_ID	tree_tip_label	Tax_ID	species	Proteome Size	busco_score	busco_dataset	pfam_domains_present	KEGG_pathways_present	Reactome_pathways_present	habitat	cellularity	superkingdom	kingdom	phylum	subphylum	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	model_organism
UP000009131	MIXOS	764103	Mixia osmundae	6725	94.6	eukaryota_odb12	3293	0	264.3630598191717	Host-associated	Unicellular	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Mixiomycetes	NA	NA	Mixiales	NA	NA	Mixiaceae	NA	Mixia	n
UP000017200	USTV1	683840	Microbotryum lychnidis-dioicae	7354	97.7	eukaryota_odb12	3389	0	270.48813521271506	Host-associated	Unicellular	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	NA	NA	Microbotryales	NA	NA	Microbotryaceae	NA	Microbotryum	n
UP000053890	RHOGW	578459	Rhodotorula graminis	7225	89.9	eukaryota_odb12	3309	0	272.7668427854626	Terrestrial	Unicellular	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	NA	NA	Sporidiobolales	NA	NA	Sporidiobolaceae	NA	Rhodotorula	n
UP000014064	WALI9	1299270	Wallemia ichthyophaga	4836	89.9	eukaryota_odb12	2989	37.97824607493136	250.3255306965361	Terrestrial	Multicellular	Eukaryota	Fungi	Basidiomycota	Wallemiomycotina	Wallemiomycetes	NA	NA	Wallemiales	NA	NA	Wallemiaceae	NA	Wallemia	n
UP000289152	TREME	5217	Tremella mesenterica	8061	98.4	eukaryota_odb12	3282	38.74372544918259	272.6171846734018	Terrestrial	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	NA	NA	Tremellales	NA	NA	Tremellaceae	NA	Tremella	n
UP000002149	CRYNJ	214684	Cryptococcus neoformans	6604	98.4	eukaryota_odb12	3350	39.221047444882736	271.02152126486703	Terrestrial	Unicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	NA	NA	Tremellales	NA	NA	Cryptococcaceae	NA	Cryptococcus	n
UP000007148	SERID	1109443	Serendipita indica	11780	91.5	eukaryota_odb12	3499	0	273.740816767799	Host-associated	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	Sebacinales	NA	NA	Serendipitaceae	NA	Serendipita	n
UP000000741	MONPE	554373	Moniliophthora perniciosa	13649	11.8	eukaryota_odb12	2448	21.16364713521915	204.67063694769774	Host-associated	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	NA	Agaricales	NA	NA	Marasmiaceae	NA	Moniliophthora	n
UP000001861	COPC7	240176	Coprinopsis cinerea	13334	93.8	eukaryota_odb12	3585	29.124156212428193	285.9228435931954	Terrestrial	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	NA	Agaricales	NA	NA	Psathyrellaceae	NA	Coprinopsis	n
UP000092993	GRIFR	5627	Grifola frondosa	14985	78.3	eukaryota_odb12	3465	0	259.50104846638936	Terrestrial	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	Polyporales	NA	NA	Grifolaceae	NA	Grifola	n
UP000015241	FOMPI	743788	Fomitopsis pinicola	13805	97.7	eukaryota_odb12	3639	0	281.79997807923127	Terrestrial	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	Polyporales	NA	NA	Fomitopsidaceae	NA	Fomitopsis	n
UP000218811	WOLCO	742152	Wolfiporia cocos	12197	91.5	eukaryota_odb12	3477	0	270.6498904451933	Host-associated	Unicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	Polyporales	NA	NA	Laetiporaceae	NA	Wolfiporia	n
UP000001743	POSPM	561896	Postia placenta	8983	32.3	eukaryota_odb12	1729	32.860370850724635	123.95473453711169	Terrestrial	Multicellular	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	Polyporales	NA	NA	Dacryobolaceae	NA	Postia	n
UP000033140	SAICN	698492	Saitoella complicata	7118	95.3	eukaryota_odb12	3643	0	263.2732695121962	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Taphrinomycotina	NA	NA	NA	NA	NA	NA	NA	NA	Saitoella	n
UP000002485	SCHPO	284812	Schizosaccharomyces pombe	5141	97.7	eukaryota_odb12	3238	56.186917419127624	263.5143200100466	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Taphrinomycotina	Schizosaccharomycetes	NA	NA	Schizosaccharomycetales	NA	NA	Schizosaccharomycetaceae	NA	Schizosaccharomyces	y
UP000015464	SCHCR	653667	Schizosaccharomyces cryophilus	5135	97.7	eukaryota_odb12	3194	0	260.5001356678476	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Taphrinomycotina	Schizosaccharomycetes	NA	NA	Schizosaccharomycetales	NA	NA	Schizosaccharomycetaceae	NA	Schizosaccharomyces	n
UP000001300	YARLI	284591	Yarrowia lipolytica	6449	94.6	eukaryota_odb12	3330	63.32630978267447	275.1790776429023	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Dipodascaceae	NA	Yarrowia	n
UP000008673	OGAPD	871575	Ogataea parapolymorpha	5338	93.8	eukaryota_odb12	3172	0	264.1324985255768	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Pichiaceae	NA	Ogataea	n
UP000005222	PICSO	559304	Millerozyma farinosa	8851	88.4	eukaryota_odb12	3293	0	266.2539317495909	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Debaryomycetaceae	NA	Millerozyma	n
UP000000559	CANAL	237561	Candida albicans	6035	86.8	eukaryota_odb12	3292	62.05372984382036	263.73906748193957	Host-associated	Unicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Debaryomycetaceae	NA	Candida	y
UP000094389	CYBJN	983966	Cyberlindnera jadinii	5994	93.8	eukaryota_odb12	3270	0	261.6787080094092	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Phaffomycetaceae	NA	Cyberlindnera	n
UP000002311	YEAST	559292	Saccharomyces cerevisiae	6049	85.3	eukaryota_odb12	3251	38.288160121666344	262.5930839925134	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Saccharomycetaceae	NA	Saccharomyces	y
UP000000591	ASHGO	284811	Eremothecium gossypii	4758	86	eukaryota_odb12	3181	35.848705333040066	258.419671933906	Terrestrial	Unicellular	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	NA	NA	Saccharomycetales	NA	NA	Saccharomycetaceae	NA	Eremothecium	n
UP000006911	TUBMM	656061	Tuber melanosporum	7494	90.7	eukaryota_odb12	3526	63.472231000773895	278.26965291995975	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	NA	NA	Pezizales	NA	NA	Tuberaceae	NA	Tuber	n
UP000008784	ARTOA	756982	Arthrobotrys oligospora	11478	98.4	eukaryota_odb12	3842	0	286.27388262517644	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Orbiliomycetes	NA	NA	Orbiliales	NA	NA	Orbiliaceae	NA	Arthrobotrys	n
UP000008866	ARTBC	663331	Trichophyton benhamiae	7976	88.4	eukaryota_odb12	3519	65.29313480081618	263.1572577378028	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	NA	Onygenales	NA	NA	Arthrodermataceae	NA	Trichophyton	n
UP000001745	TALSN	441959	Talaromyces stipitatus	12468	97.7	eukaryota_odb12	3970	0	285.0595977932668	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	NA	Eurotiales	NA	NA	Trichocomaceae	NA	Talaromyces	n
UP000006702	NEOFI	331117	Aspergillus fischeri	10414	97.7	eukaryota_odb12	3954	72.63569763310429	286.1202729097765	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	NA	Eurotiales	NA	NA	Aspergillaceae	NA	Aspergillus	n
UP000016931	SPHMS	692275	Sphaerulina musiva	10154	96.9	eukaryota_odb12	3818	0	283.216677432035	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	NA	Mycosphaerellales	NA	NA	Mycosphaerellaceae	NA	Sphaerulina	n
UP000001055	PHANO	321614	Parastagonospora nodorum	15998	89.9	eukaryota_odb12	3910	71.1090174558134	281.0709890646935	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	NA	Pleosporales	Pleosporineae	NA	Phaeosphaeriaceae	NA	Parastagonospora	n
UP000001471	PYRTR	426418	Pyrenophora tritici-repentis	12062	96.1	eukaryota_odb12	3910	0	282.0955745399248	Host-associated	Unicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	NA	Pleosporales	Pleosporineae	NA	Pleosporaceae	NA	Pyrenophora	n
UP000002668	LEPMJ	985895	Leptosphaeria maculans	12608	92.2	eukaryota_odb12	3854	0	282.50756448587765	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	NA	Pleosporales	Pleosporineae	NA	Leptosphaeriaceae	NA	Leptosphaeria	n
UP000001312	SCLS1	665079	Sclerotinia sclerotiorum	14445	88.4	eukaryota_odb12	3823	47.36336751418958	276.49172988345674	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	NA	NA	Helotiales	NA	NA	Sclerotiniaceae	NA	Sclerotinia	n
UP000030651	PESFW	1229662	Pestalotiopsis fici	15412	100	eukaryota_odb12	4007	50.93421213053396	285.80797311346714	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	NA	Xylariales	NA	NA	Sporocadaceae	NA	Pestalotiopsis	n
UP000012174	EUTLA	1287681	Eutypa lata	11684	86	eukaryota_odb12	3708	48.2600257934539	277.61890817716863	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	NA	Xylariales	NA	NA	Diatrypaceae	NA	Eutypa	n
UP000001805	NEUCR	367110	Neurospora crassa	9759	99.2	eukaryota_odb12	3880	45.68031803886781	285.57315940151267	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	NA	Sordariales	NA	NA	Sordariaceae	NA	Neurospora	y
UP000011715	MAGP6	644358	Magnaporthiopsis poae	11206	65.1	eukaryota_odb12	3480	0	264.88669628096864	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	NA	Magnaporthales	NA	NA	Magnaporthaceae	NA	Magnaporthiopsis	n
UP000009058	MAGO7	242507	Pyricularia oryzae	12676	98.4	eukaryota_odb12	3895	47.70413171936181	287.0062248632493	Host-associated	Unicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	NA	Magnaporthales	NA	NA	Pyriculariaceae	NA	Pyricularia	n
UP000001611	VERDV	498257	Verticillium dahliae	10530	88.4	eukaryota_odb12	3840	48.18327119931024	286.52323186567895	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	NA	Glomerellales	NA	NA	Plectosphaerellaceae	NA	Verticillium	n
UP000027238	COLSU	1173701	Colletotrichum sublineola	12697	100	eukaryota_odb12	3958	0	284.5683639172075	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	NA	Glomerellales	NA	NA	Glomerellaceae	NA	Colletotrichum	n
UP000009096	GIBM7	334819	Fusarium verticillioides	15889	98.4	eukaryota_odb12	4093	52.576820798822524	295.594303293038	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	NA	Hypocreales	NA	NA	Nectriaceae	NA	Fusarium	n
UP000005426	HYPAI	452589	Trichoderma atroviride	11770	97.7	eukaryota_odb12	3947	0	290.05479495793946	Terrestrial	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	NA	Hypocreales	NA	NA	Hypocreaceae	NA	Trichoderma	n
UP000235728	BEABA	176275	Beauveria bassiana	10656	91.5	eukaryota_odb12	3802	0	273.4004036254209	Host-associated	Multicellular	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	NA	Hypocreales	NA	NA	Cordycipitaceae	NA	Beauveria	n
UP000001357	MONBE	81824	Monosiga brevicollis	9188	79.1	eukaryota_odb12	3456	57.79921931901129	336.3445110999114	Aquatic	Unicellular	Eukaryota	NA	NA	NA	Choanoflagellata	NA	NA	Craspedida	NA	NA	Salpingoecidae	NA	Monosiga	n
UP000007879	AMPQE	400682	Amphimedon queenslandica	43435	89.1	eukaryota_odb12	4476	72.160202878419	441.0220360947793	Host-associated	Multicellular	Eukaryota	Metazoa	Porifera	NA	Demospongiae	Heteroscleromorpha	NA	Haplosclerida	NA	NA	Niphatidae	NA	Amphimedon	n
UP000009022	TRIAD	10228	Trichoplax adhaerens	11518	90.7	eukaryota_odb12	4282	69.46573163317244	430.20457458978586	Aquatic	Multicellular	Eukaryota	Metazoa	Placozoa	NA	NA	NA	NA	NA	NA	NA	Trichoplacidae	NA	Trichoplax	n
UP000001593	NEMVE	45351	Nematostella vectensis	24428	89.1	eukaryota_odb12	5030	83.60601134594575	477.59470340047295	Aquatic	Multicellular	Eukaryota	Metazoa	Cnidaria	NA	Anthozoa	Hexacorallia	NA	Actiniaria	NA	NA	Edwardsiidae	NA	Nematostella	n
UP000008854	SCHMA	6183	Schistosoma mansoni	6801	89.9	eukaryota_odb12	3715	57.51574866222196	394.11332134735534	Host-associated	Multicellular	Eukaryota	Metazoa	Platyhelminthes	NA	Trematoda	Digenea	NA	Strigeidida	NA	Schistosomatoidea	Schistosomatidae	NA	Schistosoma	n
UP000053454	OCTBM	37653	Octopus bimaculoides	32794	76	eukaryota_odb12	4989	71.66431686946129	492.31902265874083	Aquatic	Multicellular	Eukaryota	Metazoa	Mollusca	NA	Cephalopoda	Coleoidea	Octopodiformes	Octopoda	Incirrata	NA	Octopodidae	NA	Octopus	n
UP000030746	LOTGI	225164	Lottia gigantea	23671	89.9	eukaryota_odb12	5069	74.58184448099261	494.28281727745866	Aquatic	Multicellular	Eukaryota	Metazoa	Mollusca	NA	Gastropoda	Patellogastropoda	NA	NA	NA	Lottioidea	Lottiidae	NA	Lottia	n
UP000085678	LINUN	7574	Lingula anatina	26679	98.4	eukaryota_odb12	5468	80.28548867707063	523.0570693984304	Aquatic	Multicellular	Eukaryota	Metazoa	Brachiopoda	Linguliformea	Lingulata	NA	NA	Lingulida	NA	Linguloidea	Lingulidae	NA	Lingula	n
UP000015101	HELRO	6412	Helobdella robusta	23328	89.9	eukaryota_odb12	4307	67.74426471242442	461.6231528979818	Aquatic	Multicellular	Eukaryota	Metazoa	Annelida	NA	Clitellata	Hirudinea	NA	Hirudinida	Glossiphoniiformes	NA	Glossiphoniidae	NA	Helobdella	n
UP000014760	CAPTE	283909	Capitella teleta	31133	91.5	eukaryota_odb12	5413	0	492.51394850559876	Aquatic	Multicellular	Eukaryota	Metazoa	Annelida	NA	Polychaeta	Sedentaria	NA	NA	NA	NA	Capitellidae	NA	Capitella	n
UP000054776	TRISP	6334	Trichinella spiralis	14258	85.3	eukaryota_odb12	3610	58.66002599011571	344.39819346631174	Host-associated	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Enoplea	Dorylaimia	NA	Trichinellida	NA	NA	Trichinellidae	NA	Trichinella	n
UP000276776	THECL	103827	Thelazia callipaeda	10885	89.9	eukaryota_odb12	3721	0	379.91521210704207	Host-associated	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	NA	NA	Rhabditida	Spirurina	Thelazioidea	Thelaziidae	NA	Thelazia	n
UP000095285	LOALO	7209	Loa loa	12161	93.8	eukaryota_odb12	3772	67.83366902782262	383.7481174229091	Host-associated	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	NA	NA	Rhabditida	Spirurina	Filarioidea	Onchocercidae	NA	Loa	n
UP000035682	STRRB	34506	Strongyloides ratti	9956	81.4	eukaryota_odb12	3347	0	350.10235991230013	Host-associated	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	NA	NA	Rhabditida	Tylenchina	Strongyloidoidea	Strongyloididae	NA	Strongyloides	n
UP000005239	PRIPA	54126	Pristionchus pacificus	25205	82.2	eukaryota_odb12	3752	0	337.6465254548741	Terrestrial	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	NA	NA	Rhabditida	Rhabditina	Diplogasteroidea	Neodiplogasteridae	NA	Pristionchus	n
UP000001940	CAEEL	6239	Caenorhabditis elegans	19942	96.9	eukaryota_odb12	4024	76.11318120029998	398.0454723310174	Terrestrial	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	NA	NA	Rhabditida	Rhabditina	Rhabditoidea	Rhabditidae	Peloderinae	Caenorhabditis	y
UP000008068	CAEBE	135651	Caenorhabditis brenneri	29979	91.5	eukaryota_odb12	3970	0	393.2024715815812	Terrestrial	Multicellular	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	NA	NA	Rhabditida	Rhabditina	Rhabditoidea	Rhabditidae	Peloderinae	Caenorhabditis	n
UP000192578	HYPDU	232323	Hypsibius dujardini	14162	78.3	eukaryota_odb12	3729	0	381.23722743328716	Aquatic	Multicellular	Eukaryota	Metazoa	Tardigrada	NA	Eutardigrada	NA	NA	Parachela	NA	Hypsibioidea	Hypsibiidae	NA	Hypsibius	n
UP000015104	TETUR	32264	Tetranychus urticae	17526	88.4	eukaryota_odb12	3923	54.262440783092806	416.2561232632555	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Prostigmata	Tetranychoidea	Tetranychidae	NA	Tetranychus	n
UP000001555	IXOSC	6945	Ixodes scapularis	20473	65.1	eukaryota_odb12	4322	63.805820738807185	435.7391904970199	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	NA	Ixodoidea	Ixodidae	Ixodinae	Ixodes	n
UP000000305	DAPPU	6669	Daphnia pulex	30118	93.8	eukaryota_odb12	4608	63.626553901060326	449.5622786946374	Aquatic	Multicellular	Eukaryota	Metazoa	Arthropoda	Crustacea	Branchiopoda	Phyllopoda	NA	Diplostraca	Cladocera	NA	Daphniidae	NA	Daphnia	y
UP000094527	ORCCI	48709	Orchesella cincta	20218	82.2	eukaryota_odb12	4268	0	418.75395003105507	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Collembola	NA	NA	Entomobryomorpha	NA	Entomobryoidea	Orchesellidae	Orchesellinae	Orchesella	n
UP000198287	FOLCA	158441	Folsomia candida	28565	79.8	eukaryota_odb12	4138	65.59374241544444	380.5118825380678	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Collembola	NA	NA	Entomobryomorpha	NA	Isotomoidea	Isotomidae	Proisotominae	Folsomia	n
UP000009046	PEDHC	121224	Pediculus humanus	10761	95.3	eukaryota_odb12	4467	66.33185485847515	436.6156227716093	Host-associated	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	Psocodea	Phthiraptera	Anoplura	NA	Pediculidae	NA	Pediculus	n
UP000027135	ZOONE	136037	Zootermopsis nevadensis	14539	93.8	eukaryota_odb12	4576	67.80957988131688	428.2415917529105	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Blattodea	NA	Blattoidea	Termopsidae	Termopsinae	Zootermopsis	n
UP000015103	RHOPR	13249	Rhodnius prolixus	14929	80.6	eukaryota_odb12	4497	0	410.1960475784236	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Hemiptera	Heteroptera	Reduvioidea	Reduviidae	Triatominae	Rhodnius	n
UP000079169	DIACI	121845	Diaphorina citri	19805	60.5	eukaryota_odb12	4218	66.36268044139645	393.44646197149456	Host-associated	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Hemiptera	Sternorrhyncha	Psylloidea	Liviidae	NA	Diaphorina	n
UP000007819	ACYPI	7029	Acyrthosiphon pisum	35816	97.7	eukaryota_odb12	4901	70.24950917880858	431.45832361291014	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Hemiptera	Sternorrhyncha	Aphidoidea	Aphididae	Aphidinae	Acyrthosiphon	n
UP000002358	NASVI	7425	Nasonia vitripennis	17019	96.9	eukaryota_odb12	4595	65.80369877903034	435.3268812189206	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Hymenoptera	Apocrita	Chalcidoidea	Pteromalidae	Pteromalinae	Nasonia	n
UP000000311	CAMFO	104421	Camponotus floridanus	14787	93.8	eukaryota_odb12	4597	64.7631227912333	421.0968717153704	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Hymenoptera	Apocrita	Formicoidea	Formicidae	Formicinae	Camponotus	n
UP000005203	APIME	7460	Apis mellifera	15321	99.2	eukaryota_odb12	4660	65.41267903259279	437.18255094537676	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Hymenoptera	Apocrita	Apoidea	Apidae	Apinae	Apis	n
UP000007266	TRICA	7070	Tribolium castaneum	16568	94.6	eukaryota_odb12	4725	67.91857235145409	443.68683570497024	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Coleoptera	Polyphaga	Tenebrionoidea	Tenebrionidae	NA	Tribolium	n
UP000030742	DENPD	77166	Dendroctonus ponderosae	12069	89.9	eukaryota_odb12	4341	64.56113729586892	398.62940541760474	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Coleoptera	Polyphaga	Curculionoidea	Curculionidae	Scolytinae	Dendroctonus	n
UP000005204	BOMMO	7091	Bombyx mori	14773	79.1	eukaryota_odb12	4275	0	422.1130178637835	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	Amphiesmenoptera	Lepidoptera	Glossata	Bombycoidea	Bombycidae	Bombycinae	Bombyx	n
UP000007062	ANOGA	7165	Anopheles gambiae	12521	99.2	eukaryota_odb12	4553	81.22852933242264	438.84146671950606	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Nematocera	Culicoidea	Culicidae	Anophelinae	Anopheles	y
UP000000673	ANODA	43151	Anopheles darlingi	10447	89.9	eukaryota_odb12	4292	0	402.83500029010634	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Nematocera	Culicoidea	Culicidae	Anophelinae	Anopheles	n
UP000015102	MEGSC	36166	Megaselia scalaris	11461	20.9	eukaryota_odb12	2751	0	256.03693569767466	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Brachycera	Platypezoidea	Phoridae	Metopininae	Megaselia	n
UP000037069	LUCCU	7375	Lucilia cuprina	14353	89.1	eukaryota_odb12	4415	8.207357644400936	389.38259796912604	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Brachycera	Oestroidea	Calliphoridae	Luciliinae	Lucilia	n
UP000007798	DROWI	7260	Drosophila willistoni	13729	99.2	eukaryota_odb12	4574	5.338378998124438	410.48419214198503	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Brachycera	Ephydroidea	Drosophilidae	Drosophilinae	Drosophila	n
UP000001819	DROPS	46245	Drosophila pseudoobscura	14493	98.4	eukaryota_odb12	4604	5.319782462373653	408.4014702681083	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Brachycera	Ephydroidea	Drosophilidae	Drosophilinae	Drosophila	y
UP000000803	DROME	7227	Drosophila melanogaster	13790	99.2	eukaryota_odb12	4611	5.629463330590764	412.8366238248399	Terrestrial	Multicellular	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Pterygota	NA	Diptera	Brachycera	Ephydroidea	Drosophilidae	Drosophilinae	Drosophila	y
UP000007110	STRPU	7668	Strongylocentrotus purpuratus	28594	99.2	eukaryota_odb12	5282	80.46749186012181	553.7799688080624	Aquatic	Multicellular	Eukaryota	Metazoa	Echinodermata	NA	Echinoidea	Euechinoidea	Echinacea	Camarodonta	NA	NA	Strongylocentrotidae	NA	Strongylocentrotus	n
UP000001554	BRAFL	7739	Branchiostoma floridae	28542	82.9	eukaryota_odb12	5168	82.59057224630187	506.4507563334669	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Cephalochordata	Leptocardii	NA	NA	Amphioxiformes	NA	NA	Branchiostomidae	NA	Branchiostoma	n
UP000007875	CIOSA	51511	Ciona savignyi	11592	80.6	eukaryota_odb12	3874	0	447.3157610256437	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Tunicata	Ascidiacea	NA	NA	Phlebobranchia	NA	NA	Cionidae	NA	Ciona	n
UP000245300	PETMA	7757	Petromyzon marinus	10375	46.5	eukaryota_odb12	3913	0	407.1344788631358	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Hyperoartia	NA	NA	Petromyzontiformes	NA	NA	Petromyzontidae	NA	Petromyzon	n
UP000018468	LEPOC	7918	Lepisosteus oculatus	18317	96.1	eukaryota_odb12	5917	65.68142264269017	558.2049760863143	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	NA	Semionotiformes	NA	NA	Lepisosteidae	NA	Lepisosteus	n
UP000000437	DANRE	7955	Danio rerio	25697	96.9	eukaryota_odb12	6004	67.81480996794116	579.5466750682917	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	Cypriniphysae	Cypriniformes	Cyprinoidei	NA	Danionidae	Danioninae	Danio	y
UP000018467	ASTMX	7994	Astyanax mexicanus	26658	96.9	eukaryota_odb12	6033	0	568.2177498218632	Aquatic	Multicellular	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Neopterygii	Characiphysae	Characiformes	Characoidei	NA	Characidae	Stethaprioninae	Astyanax	n
